Title,Platform,Content Type,Goal,Status,Priority,Personality Marker,Recurring,Post Date,Hook Used,Notes
[LI-2] Behind the scenes: prepping for the live build,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-27T16:00:00,,Phase 5 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 27 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-27T16:00:00,,
[IG-2] AI startup demo: thought leadership automated,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-05-27T17:00:00,,Phase 5 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] The content architecture behind consistent growth,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-27T19:00:00,,Phase 5 | TK-4 | NEW | [TOPIC ONLY] | v2
"[TK-1] 25 spots opening Monday. First come, first served.",TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-28T06:00:00,,Phase 5 | TK-1 | NEW | [TOPIC ONLY] | v2
"[IG-1] Web3 gaming demo: lore content, hype posts, community updates — all ContentBrain",Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-05-28T07:00:00,"Web3 gaming demo: lore content, hype posts, community updates — all ContentBrain",Phase 5 | IG-1 | C-58 | [v1 hook] | v2
[X-1] Here's what ContentBrain looks like for a Web3 gaming project. Lore threads. Com...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-05-28T08:00:00,"Here's what ContentBrain looks like for a Web3 gaming project. Lore threads. Community posts. Hype content. All generated, all on-brand.",Phase 5 | X-AM | C-58 | [v1 hook] | v2
[TG-1] May 28 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-28T08:00:00,,
[LI-1] Testimonials compilation: 5 ContentBrain users share real dollar-amount results,LinkedIn,LinkedIn Post,Sales,Draft,Normal,Callout,One-Time,2026-05-28T09:00:00,Testimonials compilation: 5 ContentBrain users share real dollar-amount results,Phase 5 | LI-1 | C-57 | [v1 hook] | v2
[TK-2] Content teams are overpaying. The data proves it.,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-28T11:00:00,,Phase 5 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Honest: how many hours on content last week?,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-05-28T12:00:00,,Phase 5 | X-PM | NEW | [TOPIC ONLY] | v2
[TK-3] Midweek energy: are you ahead or behind on content?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-28T16:00:00,,Phase 5 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Web3 gaming content at scale: the niche opportunity,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-28T16:00:00,,Phase 5 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 28 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-28T16:00:00,,
"[IG-2] Quote: 'In 48 hours, 25 people get a content team'",Instagram,Community Post,Reach,Draft,Normal,Callout,One-Time,2026-05-28T17:00:00,,Phase 5 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Speed + quality: the false tradeoff explained,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-28T19:00:00,,Phase 5 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] 7 days of exchange content in 2 minutes — timer running,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-29T06:00:00,7 days of exchange content in 2 minutes — timer running,Phase 5 | TK-1 | C-59 | [v1 hook] | v2
[IG-1] 5 unsolicited user testimonials compiled,Instagram,Carousel,Sales,Draft,Normal,Story,One-Time,2026-05-29T07:00:00,,Phase 5 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] I created 7 days of Binance Square content in under 2 minutes. Educational threa...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-05-29T08:00:00,I created 7 days of Binance Square content in under 2 minutes. Educational threads. Market analysis. Community polls.,Phase 5 | X-AM | C-59 | [v1 hook] | v2
[TG-1] May 29 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-29T08:00:00,,
"[LI-1] User results: 30 days, 60 posts, 2 hours of work",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-05-29T09:00:00,,Phase 5 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Speed run: entire week of content planned in seconds,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-29T11:00:00,,Phase 5 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Making money from exchange content programs requires volume AND quality. One sys...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-05-29T12:00:00,Making money from exchange content programs requires volume AND quality. One system handles both.,Phase 5 | X-PM | C-59 | [v1 hook] | v2
[TK-3] Share your before/after content process,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-29T16:00:00,,Phase 5 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] The DeFi niche demo: research to published posts,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-29T16:00:00,,Phase 5 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 29 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-29T16:00:00,,
[IG-2] Speed run: entire week across 4 platforms,Instagram,Reel Script,Community,Draft,Normal,Callout,One-Time,2026-05-29T17:00:00,,Phase 5 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Workshop attendee results speak louder than demos,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-29T19:00:00,,Phase 5 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] ContentBrain for NFT projects: collection stories + hype,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-30T06:00:00,,Phase 5 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Phase 3 highlights: 20 days of demos compiled into 60 seconds,Instagram,Reel Script,Leads,Draft,Normal,Story,One-Time,2026-05-30T07:00:00,Phase 3 highlights: 20 days of demos compiled into 60 seconds,Phase 5 | IG-1 | C-60 | [v1 hook] | v2
"[X-1] In the last 20 days: demos, results, proof. Here's what's next — ContentBrain op...",X/Twitter,Thread,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-05-30T08:00:00,"In the last 20 days: demos, results, proof. Here's what's next — ContentBrain opens to 25 new users. Monday. 9AM EST. First come, first served.",Phase 5 | X-AM | C-60 | [v1 hook] | v2
[TG-1] May 30 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-30T08:00:00,,
"[LI-1] Phase 3 recap: 20 days of demos, results, and real proof. Limited opening announ...",LinkedIn,LinkedIn Post,Leads,Draft,Normal,Callout,One-Time,2026-05-30T09:00:00,"Phase 3 recap: 20 days of demos, results, and real proof. Limited opening announcement.",Phase 5 | LI-1 | C-60 | [v1 hook] | v2
[TK-2] The workshop replay everyone's asking about,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-30T11:00:00,,Phase 5 | TK-2 | NEW | [TOPIC ONLY] | v2
"[X-2] In 48 hours, 25 people get a content team that never sleeps. The rest keep doing...",X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-05-30T12:00:00,"In 48 hours, 25 people get a content team that never sleeps. The rest keep doing it manually. Which side?",Phase 5 | X-PM | C-60 | [v1 hook] | v2
[TK-3] Which platform gives you the most results?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-30T16:00:00,,Phase 5 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Speed + quality: debunking the false tradeoff,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-30T16:00:00,,Phase 5 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 30 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-30T16:00:00,,
[IG-2] Behind the scenes: preparing for the live build,Instagram,Reel Script,Reach,Draft,Normal,Callout,One-Time,2026-05-30T17:00:00,,Phase 5 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Thought leadership automated: what it actually looks like,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-30T19:00:00,,Phase 5 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] 48 hours. 25 spots. Your content team starts Monday.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-31T06:00:00,48 hours. 25 spots. Your content team starts Monday.,Phase 5 | TK-1 | C-61 | [v1 hook] | v2
[IG-1] Before/after walkthrough: manual vs ContentBrain,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-05-31T07:00:00,,Phase 5 | IG-1 | NEW | [TOPIC ONLY] | v2
"[X-1] In 48 hours, ContentBrain opens to 25 new users. After that, the waitlist closes...",X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-05-31T08:00:00,"In 48 hours, ContentBrain opens to 25 new users. After that, the waitlist closes until July. This is the last call.",Phase 5 | X-AM | C-61 | [v1 hook] | v2
[TG-1] May 31 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-31T08:00:00,,
"[LI-1] Loom demo: 60 posts/month, zero headcount increase",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-05-31T09:00:00,,Phase 5 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Manual content creation is officially obsolete,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-31T11:00:00,,Phase 5 | TK-2 | NEW | [TOPIC ONLY] | v2
"[X-2] The ones who move first always win. In crypto, in content, in business. That's j...",X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-05-31T12:00:00,"The ones who move first always win. In crypto, in content, in business. That's just how it works.",Phase 5 | X-PM | C-61 | [v1 hook] | v2
[TK-3] Drop your biggest content struggle. I'll fix it.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-31T16:00:00,,Phase 5 | TK-3 | NEW | [TOPIC ONLY] | v2
"[LI-2] Cost comparison: $6,480/mo content team vs automated system",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-31T16:00:00,,Phase 5 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 31 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-31T16:00:00,,
"[IG-2] Cost comparison: $6,480/mo vs one system",Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-05-31T17:00:00,,Phase 5 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Exchange content programs + AI: the arbitrage opportunity,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-31T19:00:00,,Phase 5 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] 25 spots. Your content team starts today.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-01T06:00:00,,Phase 6 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Launch day hype reel: speed runs + results + testimonials,Instagram,Reel Script,Authority,Draft,Normal,Story,One-Time,2026-06-01T07:00:00,,Phase 6 | IG-1 | NEW | [TOPIC ONLY] | v2
"[X-1] Tomorrow morning, 25 people will wake up with a content team that never sleeps. ...",X/Twitter,Thread,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-01T08:00:00,"Tomorrow morning, 25 people will wake up with a content team that never sleeps. The other 10,000 on this feed will keep doing it manually.",Phase 6 | X-AM | C-62 | [v1 hook] | v2
[TG-1] Jun 1 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-01T08:00:00,,
[LI-1] ContentBrain is live. 25 spots. Onboarding starts today.,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-01T09:00:00,,Phase 6 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] The ones who move first always win. In everything.,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-01T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Comment CALL to book a strategy session,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-01T12:00:00,,Phase 6 | X-PM | NEW | [TOPIC ONLY] | v2
[TK-3] 60+ days following: what content topic next week?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-01T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Day 1 user results: signup to fully scheduled in hours,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-01T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 1 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-01T16:00:00,,
[IG-2] Day 1 user results: signup to scheduled in hours,Instagram,Carousel,Reach,Draft,Normal,Callout,One-Time,2026-06-01T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
"[TK-4] You asked for it. The most-requested topic, fully broken down.",TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-01T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] 17 spots left. 8 claimed in 3 hours.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-02T06:00:00,,Phase 6 | TK-1 | NEW | [TOPIC ONLY] | v2
"[IG-1] Launch day: hype reel — speed runs, results, testimonials",Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-06-02T07:00:00,"Launch day: hype reel — speed runs, results, testimonials",Phase 6 | IG-1 | C-63 | [v1 hook] | v2
[X-1] ContentBrain is live. 25 spots. Your content team starts today.,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-02T08:00:00,ContentBrain is live. 25 spots. Your content team starts today.,Phase 6 | X-AM | C-63 | [v1 hook] | v2
[TG-1] Jun 2 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-02T08:00:00,,
[LI-1] ContentBrain is officially open. 25 spots for Web3 brands. Onboarding starts tod...,LinkedIn,LinkedIn Post,Sales,Draft,Normal,Callout,One-Time,2026-06-02T09:00:00,ContentBrain is officially open. 25 spots for Web3 brands. Onboarding starts today.,Phase 6 | LI-1 | C-63 | [v1 hook] | v2
"[TK-2] In 48 hours, the waitlist closes until July.",TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-02T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Day 1 users are already building calendars. The energy in onboarding calls is di...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-02T12:00:00,Day 1 users are already building calendars. The energy in onboarding calls is different.,Phase 6 | X-PM | C-63 | [v1 hook] | v2
[TK-3] Comment AUDIT with your niche. Voice note incoming.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-02T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Advanced workshop: competitor scraping + trend detection,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-02T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 2 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-02T16:00:00,,
[IG-2] Community-requested topic: full carousel breakdown,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-06-02T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] ContentBrain generates this analysis in minutes,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-02T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Spot counter: 8 claimed in 3 hours. Real-time update.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-03T06:00:00,Spot counter: 8 claimed in 3 hours. Real-time update.,Phase 6 | TK-1 | C-64 | [v1 hook] | v2
[IG-1] Quote: 'ContentBrain isn't a product — it's a movement',Instagram,Community Post,Authority,Draft,Normal,Story,One-Time,2026-06-03T07:00:00,,Phase 6 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] 17 spots left. 8 claimed in the first 3 hours. If you're still thinking about it...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-03T08:00:00,"17 spots left. 8 claimed in the first 3 hours. If you're still thinking about it, your competitor already signed up.",Phase 6 | X-AM | C-64 | [v1 hook] | v2
[TG-1] Jun 3 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-03T08:00:00,,
[LI-1] Free intel report for live attendees worth $500,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-03T09:00:00,,Phase 6 | LI-1 | NEW | [TOPIC ONLY] | v2
"[TK-2] Tomorrow morning, 25 people wake up with a content team",TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-03T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Every day you wait is a day your competitor is already using this. That's not pr...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-03T12:00:00,Every day you wait is a day your competitor is already using this. That's not pressure — that's math.,Phase 6 | X-PM | C-64 | [v1 hook] | v2
[TK-3] 5 strategy call slots left. Free. No pitch.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-03T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
"[LI-2] Workshop #2 results: 280 attendees, 15 immediate signups",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-03T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 3 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-03T16:00:00,,
[IG-2] Advanced workshop highlights: intelligence layer,Instagram,Reel Script,Reach,Draft,Normal,Callout,One-Time,2026-06-03T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] 3 hours of research → 3 minutes. That's the gap.,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-03T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] User #3: signup → 30-day calendar → scheduled. Day 1.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-04T06:00:00,,Phase 6 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Day 1 user results — from signup to fully scheduled in hours,Instagram,Carousel,Sales,Draft,Normal,Story,One-Time,2026-06-04T07:00:00,Day 1 user results — from signup to fully scheduled in hours,Phase 6 | IG-1 | C-65 | [v1 hook] | v2
[X-1] User #3 signed up yesterday at 10AM. By 2PM: 30-day calendar. By 6PM: month of c...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-04T08:00:00,User #3 signed up yesterday at 10AM. By 2PM: 30-day calendar. By 6PM: month of content scheduled. Day 1.,Phase 6 | X-AM | C-65 | [v1 hook] | v2
[TG-1] Jun 4 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-04T08:00:00,,
[LI-1] New user results: first 30-day calendar built in 4 hours on Day 1,LinkedIn,LinkedIn Post,Sales,Draft,Normal,Callout,One-Time,2026-06-04T09:00:00,New user results: first 30-day calendar built in 4 hours on Day 1,Phase 6 | LI-1 | C-65 | [v1 hook] | v2
[TK-2] Every day you wait is a day your competitor uses this,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-04T11:00:00,,Phase 6 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] The best part of launch week: the conversations,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-04T12:00:00,,Phase 6 | X-PM | NEW | [TOPIC ONLY] | v2
[TK-3] Comment ADVANCED to register for workshop #2,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-04T16:00:00,,Phase 6 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Phase 4 recap: from conversion push to movement,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-04T16:00:00,,Phase 6 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 4 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-04T16:00:00,,
[IG-2] The $50K freelancer savings story — real DMs,Instagram,Reel Script,Community,Draft,Normal,Callout,One-Time,2026-06-04T17:00:00,,Phase 6 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Workshop #2: competitor scraping + trend detection live,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-04T19:00:00,,Phase 6 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] The real cost breakdown: your current stack vs ContentBrain — on a calculator,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-05T06:00:00,The real cost breakdown: your current stack vs ContentBrain — on a calculator,Phase 6 | TK-1 | C-66 | [v1 hook] | v2
